"","Balancing Authority","Data_Date","Hour_Number","Local Time at End of Hour","UTC Time at End of Hour","Demand_Forecast","Demand_MW","Net_Generation","Total_Interchange","Sum_Valid_DIBAs","Demand_Adjusted","Net_Generation_Adjusted","Day_Ahead_Hourly_Price","Real_Time_Hourly_Price","Energy_Consumption","Year"
"9327","PJM",2020-01-26,19,2020-01-26 19:00:00,2020-01-27 00:00:00,94673,96462,88590,2413,3147,96462,88590,1.8,1.9,96448,"2020"
"9328","PJM",2020-01-26,20,2020-01-26 20:00:00,2020-01-27 01:00:00,93968,96448,87110,1831,2227,96448,87110,1.8,1.8,94883,"2020"
"9329","PJM",2020-01-26,21,2020-01-26 21:00:00,2020-01-27 02:00:00,91354,94883,84452,1646,1887,94883,84452,1.8,1.8,92177,"2020"
"9330","PJM",2020-01-26,22,2020-01-26 22:00:00,2020-01-27 03:00:00,87814,92177,81800,1605,1536,92177,81800,1.8,1.7,88390,"2020"
"9331","PJM",2020-01-26,23,2020-01-26 23:00:00,2020-01-27 04:00:00,84125,88390,79405,1712,2242,88390,79405,1.8,2,86401,"2020"
"9332","PJM",2020-01-26,24,2020-01-27 00:00:00,2020-01-27 05:00:00,81648,86401,76663,1740,1208,86401,76663,2.1,1.9,85178,"2020"
"9333","PJM",2020-01-27,1,2020-01-27 01:00:00,2020-01-27 06:00:00,80849,85178,77871,1867,1031,85178,77871,3.4,2.4,84390,"2020"
"9334","PJM",2020-01-27,2,2020-01-27 02:00:00,2020-01-27 07:00:00,80586,84390,77641,2125,1204,84390,77641,3.3,2.3,84123,"2020"
"9335","PJM",2020-01-27,3,2020-01-27 03:00:00,2020-01-27 08:00:00,81256,84123,76798,2045,2002,84123,76798,2.7,2.4,83835,"2020"
"9336","PJM",2020-01-27,4,2020-01-27 04:00:00,2020-01-27 09:00:00,83675,83835,78527,1844,2284,83835,78527,2.8,2.6,85249,"2020"
"9337","PJM",2020-01-27,5,2020-01-27 05:00:00,2020-01-27 10:00:00,89129,85249,81598,1936,2876,85249,81598,2.8,2.8,89916,"2020"
"9338","PJM",2020-01-27,6,2020-01-27 06:00:00,2020-01-27 11:00:00,97205,89916,89846,1306,3401,89916,89846,2.6,2.3,97985,"2020"
"9339","PJM",2020-01-27,7,2020-01-27 07:00:00,2020-01-27 12:00:00,102466,97985,94544,1266,3195,97985,94544,2.5,2.4,103121,"2020"
"9340","PJM",2020-01-27,8,2020-01-27 08:00:00,2020-01-27 13:00:00,102604,103121,94180,1499,2825,103121,94180,2.5,2.3,102862,"2020"
"9341","PJM",2020-01-27,9,2020-01-27 09:00:00,2020-01-27 14:00:00,100823,102862,91601,1698,2932,102862,91601,2.4,2.3,101211,"2020"
"9342","PJM",2020-01-27,10,2020-01-27 10:00:00,2020-01-27 15:00:00,99125,101211,89457,1654,1378,101211,89457,2.4,2.2,99688,"2020"
"9343","PJM",2020-01-27,11,2020-01-27 11:00:00,2020-01-27 16:00:00,97431,99688,88388,1379,1313,99688,88388,2.4,2.3,98317,"2020"
"9344","PJM",2020-01-27,12,2020-01-27 12:00:00,2020-01-27 17:00:00,96050,98317,87651,1381,1773,98317,87651,3,7,97483,"2020"
"9345","PJM",2020-01-27,13,2020-01-27 13:00:00,2020-01-27 18:00:00,95019,97483,87180,1755,2314,97483,87180,2.7,5.3,96947,"2020"
"9346","PJM",2020-01-27,14,2020-01-27 14:00:00,2020-01-27 19:00:00,94175,96947,86486,1654,2323,96947,86486,2.8,4.1,96049,"2020"
"9347","PJM",2020-01-27,15,2020-01-27 15:00:00,2020-01-27 20:00:00,94302,96049,86179,1579,1810,96049,86179,2.7,2.6,95902,"2020"
"9348","PJM",2020-01-27,16,2020-01-27 16:00:00,2020-01-27 21:00:00,96806,95902,87524,1518,1918,95902,87524,2.4,2.2,97421,"2020"
"9349","PJM",2020-01-27,17,2020-01-27 17:00:00,2020-01-27 22:00:00,102202,97421,91758,1656,2612,97421,91758,2.2,2.2,101343,"2020"
"9350","PJM",2020-01-27,18,2020-01-27 18:00:00,2020-01-27 23:00:00,103856,101343,94244,1763,2597,101343,94244,2.1,2.1,103588,"2020"
"9351","PJM",2020-01-27,19,2020-01-27 19:00:00,2020-01-28 00:00:00,102784,103588,93096,1656,2264,103588,93096,1.8,1.7,102543,"2020"
"9352","PJM",2020-01-27,20,2020-01-27 20:00:00,2020-01-28 01:00:00,101038,102543,90984,1265,1994,102543,90984,1.8,1.7,100665,"2020"
"9353","PJM",2020-01-27,21,2020-01-27 21:00:00,2020-01-28 02:00:00,97720,100665,88025,911,1810,100665,88025,1.8,1.7,97023,"2020"
"9354","PJM",2020-01-27,22,2020-01-27 22:00:00,2020-01-28 03:00:00,92894,97023,84479,1400,1967,97023,84479,1.8,1.7,92285,"2020"
"9355","PJM",2020-01-27,23,2020-01-27 23:00:00,2020-01-28 04:00:00,88173,92285,82823,1711,1850,92285,82823,1.8,1.8,89362,"2020"
"9356","PJM",2020-01-27,24,2020-01-28 00:00:00,2020-01-28 05:00:00,85405,89362,78793,1606,878,89362,78793,2.1,1.9,86224,"2020"
"9357","PJM",2020-01-28,1,2020-01-28 01:00:00,2020-01-28 06:00:00,83996,86224,78911,1915,923,86224,78911,2.7,5.1,84858,"2020"
"9358","PJM",2020-01-28,2,2020-01-28 02:00:00,2020-01-28 07:00:00,83560,84858,78876,2392,1853,84858,78876,2.9,7.3,84874,"2020"
"9359","PJM",2020-01-28,3,2020-01-28 03:00:00,2020-01-28 08:00:00,83924,84874,78452,2502,2532,84874,78452,2.7,2.5,85016,"2020"
"9360","PJM",2020-01-28,4,2020-01-28 04:00:00,2020-01-28 09:00:00,86024,85016,79097,2151,2274,85016,79097,2.5,2.4,85679,"2020"
"9361","PJM",2020-01-28,5,2020-01-28 05:00:00,2020-01-28 10:00:00,91439,85679,82076,2206,2405,85679,82076,2.5,2.4,88991,"2020"
"9362","PJM",2020-01-28,6,2020-01-28 06:00:00,2020-01-28 11:00:00,99935,88991,87701,1866,3578,88991,87701,2.5,2.7,96572,"2020"
"9363","PJM",2020-01-28,7,2020-01-28 07:00:00,2020-01-28 12:00:00,104942,96572,93940,1083,3814,96572,93940,2.4,2.3,101683,"2020"
"9364","PJM",2020-01-28,8,2020-01-28 08:00:00,2020-01-28 13:00:00,104403,101683,92050,1703,3857,101683,92050,2.3,2.9,101459,"2020"
"9365","PJM",2020-01-28,9,2020-01-28 09:00:00,2020-01-28 14:00:00,102318,101459,90369,1664,3558,101459,90369,2.2,2.2,100238,"2020"
"9366","PJM",2020-01-28,10,2020-01-28 10:00:00,2020-01-28 15:00:00,100613,100238,89423,1606,2251,100238,89423,2.1,2.2,99536,"2020"
"9367","PJM",2020-01-28,11,2020-01-28 11:00:00,2020-01-28 16:00:00,98920,99536,89455,1480,811,99536,89455,2.2,4.5,99274,"2020"
"9368","PJM",2020-01-28,12,2020-01-28 12:00:00,2020-01-28 17:00:00,97585,99274,88656,1412,1840,99274,88656,2.9,3.4,98774,"2020"
"9369","PJM",2020-01-28,13,2020-01-28 13:00:00,2020-01-28 18:00:00,96735,98774,88716,1065,2020,98774,88716,2.8,8.2,98520,"2020"
"9370","PJM",2020-01-28,14,2020-01-28 14:00:00,2020-01-28 19:00:00,96050,98520,88470,1148,1920,98520,88470,2.6,4.7,97951,"2020"
"9371","PJM",2020-01-28,15,2020-01-28 15:00:00,2020-01-28 20:00:00,96268,97951,88031,1192,1118,97951,88031,2.5,4.7,97974,"2020"
"9372","PJM",2020-01-28,16,2020-01-28 16:00:00,2020-01-28 21:00:00,98716,97974,89454,1167,414,97974,89454,2.3,2.9,99664,"2020"
"9373","PJM",2020-01-28,17,2020-01-28 17:00:00,2020-01-28 22:00:00,103914,99664,92342,982,-285,99664,92342,2.1,2.2,103258,"2020"
"9374","PJM",2020-01-28,18,2020-01-28 18:00:00,2020-01-28 23:00:00,105725,103258,95392,88,-117,103258,95392,2,2.3,105389,"2020"
"9375","PJM",2020-01-28,19,2020-01-28 19:00:00,2020-01-29 00:00:00,104783,105389,94725,756,-32,105389,94725,2.1,2.3,104505,"2020"
"9376","PJM",2020-01-28,20,2020-01-28 20:00:00,2020-01-29 01:00:00,103238,104505,92068,305,-50,104505,92068,2.1,2.4,102658,"2020"
"9377","PJM",2020-01-28,21,2020-01-28 21:00:00,2020-01-29 02:00:00,100094,102658,89308,-50,-225,102658,89308,2,2.2,99188,"2020"
"9378","PJM",2020-01-28,22,2020-01-28 22:00:00,2020-01-29 03:00:00,95181,99188,84662,421,-1681,99188,84662,2.1,2.3,94093,"2020"
"9379","PJM",2020-01-28,23,2020-01-28 23:00:00,2020-01-29 04:00:00,90581,94093,81516,643,-995,94093,81516,2.1,2.2,90309,"2020"
"9380","PJM",2020-01-28,24,2020-01-29 00:00:00,2020-01-29 05:00:00,87778,90309,79797,1221,-1686,90309,79797,2.4,2,89152,"2020"
"9381","PJM",2020-01-29,1,2020-01-29 01:00:00,2020-01-29 06:00:00,85999,89152,81556,1973,-1463,89152,81556,3.3,2.3,88099,"2020"
"9382","PJM",2020-01-29,2,2020-01-29 02:00:00,2020-01-29 07:00:00,85372,88099,81156,2570,-470,88099,81156,3.8,2.5,87642,"2020"
"9383","PJM",2020-01-29,3,2020-01-29 03:00:00,2020-01-29 08:00:00,85685,87642,81150,2085,-391,87642,81150,3.1,2.5,87836,"2020"
"9384","PJM",2020-01-29,4,2020-01-29 04:00:00,2020-01-29 09:00:00,87768,87836,81664,2109,1332,87836,81664,2.9,2.5,88395,"2020"
"9385","PJM",2020-01-29,5,2020-01-29 05:00:00,2020-01-29 10:00:00,93071,88395,83749,2283,3017,88395,83749,3,2.4,91484,"2020"
"9386","PJM",2020-01-29,6,2020-01-29 06:00:00,2020-01-29 11:00:00,101299,91484,91772,2119,3909,91484,91772,2.6,2.5,99468,"2020"
"9387","PJM",2020-01-29,7,2020-01-29 07:00:00,2020-01-29 12:00:00,106200,99468,95223,1691,3483,99468,95223,2.5,2.6,104181,"2020"
"9388","PJM",2020-01-29,8,2020-01-29 08:00:00,2020-01-29 13:00:00,105473,104181,94771,1548,3435,104181,94771,2.4,2.3,104075,"2020"
"9389","PJM",2020-01-29,9,2020-01-29 09:00:00,2020-01-29 14:00:00,102980,104075,93765,1965,3416,104075,93765,2.4,2.3,102565,"2020"
"9390","PJM",2020-01-29,10,2020-01-29 10:00:00,2020-01-29 15:00:00,100785,102565,91496,2260,2464,102565,91496,2.4,2.3,100592,"2020"
"9391","PJM",2020-01-29,11,2020-01-29 11:00:00,2020-01-29 16:00:00,98756,100592,89587,2147,1060,100592,89587,2.5,2.4,98227,"2020"
"9392","PJM",2020-01-29,12,2020-01-29 12:00:00,2020-01-29 17:00:00,97092,98227,88567,2146,968,98227,88567,3.4,2.1,96463,"2020"
"9393","PJM",2020-01-29,13,2020-01-29 13:00:00,2020-01-29 18:00:00,95892,96463,87925,2693,1750,96463,87925,3.5,3.1,95408,"2020"
"9394","PJM",2020-01-29,14,2020-01-29 14:00:00,2020-01-29 19:00:00,94953,95408,87173,2459,2631,95408,87173,3.1,2.6,94915,"2020"
"9395","PJM",2020-01-29,15,2020-01-29 15:00:00,2020-01-29 20:00:00,95086,94915,87519,2475,2241,94915,87519,3.2,2.7,95043,"2020"
"9396","PJM",2020-01-29,16,2020-01-29 16:00:00,2020-01-29 21:00:00,97410,95043,89038,2322,2352,95043,89038,2.7,2.6,97184,"2020"
"9397","PJM",2020-01-29,17,2020-01-29 17:00:00,2020-01-29 22:00:00,102691,97184,92665,2038,3301,97184,92665,2.3,2.4,102005,"2020"
"9398","PJM",2020-01-29,18,2020-01-29 18:00:00,2020-01-29 23:00:00,105245,102005,96228,771,2780,102005,96228,2.3,2.3,105233,"2020"
"9399","PJM",2020-01-29,19,2020-01-29 19:00:00,2020-01-30 00:00:00,105106,105233,95438,1172,2855,105233,95438,2.2,2.1,104951,"2020"
"9400","PJM",2020-01-29,20,2020-01-29 20:00:00,2020-01-30 01:00:00,104035,104951,94177,1185,2583,104951,94177,2.1,2,103887,"2020"
"9401","PJM",2020-01-29,21,2020-01-29 21:00:00,2020-01-30 02:00:00,101213,103887,92249,1089,1942,103887,92249,2.2,2.2,100888,"2020"
"9402","PJM",2020-01-29,22,2020-01-29 22:00:00,2020-01-30 03:00:00,96614,100888,88363,1129,-7,100888,88363,2.2,2.2,96727,"2020"
"9403","PJM",2020-01-29,23,2020-01-29 23:00:00,2020-01-30 04:00:00,92193,96727,85889,1237,972,96727,85889,2.1,2.2,94220,"2020"
"9404","PJM",2020-01-29,24,2020-01-30 00:00:00,2020-01-30 05:00:00,89674,94220,81916,1477,915,94220,81916,2.6,2,92400,"2020"
"9405","PJM",2020-01-30,1,2020-01-30 01:00:00,2020-01-30 06:00:00,88156,92400,82153,899,857,92400,82153,3.5,2.5,90774,"2020"
"9406","PJM",2020-01-30,2,2020-01-30 02:00:00,2020-01-30 07:00:00,87874,90774,81845,859,659,90774,81845,4.5,2.5,91147,"2020"
"9407","PJM",2020-01-30,3,2020-01-30 03:00:00,2020-01-30 08:00:00,88427,91147,82838,569,868,91147,82838,3.3,3,92169,"2020"
"9408","PJM",2020-01-30,4,2020-01-30 04:00:00,2020-01-30 09:00:00,90772,92169,82666,523,1758,92169,82666,3,3.7,92568,"2020"
"9409","PJM",2020-01-30,5,2020-01-30 05:00:00,2020-01-30 10:00:00,96160,92568,86243,698,548,92568,86243,2.8,10.6,96806,"2020"
"9410","PJM",2020-01-30,6,2020-01-30 06:00:00,2020-01-30 11:00:00,104406,96806,94382,566,384,96806,94382,2.4,2.1,104705,"2020"
"9411","PJM",2020-01-30,7,2020-01-30 07:00:00,2020-01-30 12:00:00,109099,104705,99432,280,48,104705,99432,2.3,2.1,109155,"2020"
"9412","PJM",2020-01-30,8,2020-01-30 08:00:00,2020-01-30 13:00:00,107961,109155,98258,456,134,109155,98258,2.3,2.1,107812,"2020"
"9413","PJM",2020-01-30,9,2020-01-30 09:00:00,2020-01-30 14:00:00,105013,107812,95235,1164,124,107812,95235,2.2,2.1,105015,"2020"
"9414","PJM",2020-01-30,10,2020-01-30 10:00:00,2020-01-30 15:00:00,102524,105015,93119,698,-216,105015,93119,2.2,2.3,102647,"2020"
"9415","PJM",2020-01-30,11,2020-01-30 11:00:00,2020-01-30 16:00:00,100259,102647,90629,807,-1375,102647,90629,2.4,2.1,100295,"2020"
"9416","PJM",2020-01-30,12,2020-01-30 12:00:00,2020-01-30 17:00:00,98381,100295,88417,715,-1261,100295,88417,3.3,4.1,98560,"2020"
"9417","PJM",2020-01-30,13,2020-01-30 13:00:00,2020-01-30 18:00:00,97166,98560,87467,838,38,98560,87467,3.3,2.2,97387,"2020"
"9418","PJM",2020-01-30,14,2020-01-30 14:00:00,2020-01-30 19:00:00,96312,97387,86766,680,-842,97387,86766,3.1,2.7,96849,"2020"
"9419","PJM",2020-01-30,15,2020-01-30 15:00:00,2020-01-30 20:00:00,96362,96849,87327,812,-578,96849,87327,3,2.4,97323,"2020"
"9420","PJM",2020-01-30,16,2020-01-30 16:00:00,2020-01-30 21:00:00,98710,97323,88389,832,-833,97323,88389,2.5,2.2,98912,"2020"
"9421","PJM",2020-01-30,17,2020-01-30 17:00:00,2020-01-30 22:00:00,103691,98912,92512,425,-480,98912,92512,2.3,2.3,102977,"2020"
"9422","PJM",2020-01-30,18,2020-01-30 18:00:00,2020-01-30 23:00:00,105762,102977,96322,410,-793,102977,96322,2.2,2,105820,"2020"
"9423","PJM",2020-01-30,19,2020-01-30 19:00:00,2020-01-31 00:00:00,105547,105820,95860,548,-655,105820,95860,2,2,105533,"2020"
"9424","PJM",2020-01-30,20,2020-01-30 20:00:00,2020-01-31 01:00:00,104653,105533,94500,383,-653,105533,94500,2,2,104182,"2020"
"9425","PJM",2020-01-30,21,2020-01-30 21:00:00,2020-01-31 02:00:00,101856,104182,91784,81,-1214,104182,91784,2,2,100860,"2020"
"9426","PJM",2020-01-30,22,2020-01-30 22:00:00,2020-01-31 03:00:00,97135,100860,86828,325,-1131,100860,86828,2,2,96392,"2020"
"9427","PJM",2020-01-30,23,2020-01-30 23:00:00,2020-01-31 04:00:00,92601,96392,84522,601,-386,96392,84522,2,2,93323,"2020"
"9428","PJM",2020-01-30,24,2020-01-31 00:00:00,2020-01-31 05:00:00,89569,93323,83793,555,-1221,93323,83793,2.3,2,90695,"2020"
"9429","PJM",2020-01-31,1,2020-01-31 01:00:00,2020-01-31 06:00:00,88033,90695,80831,566,-1662,90695,80831,3.1,8.2,89151,"2020"
"9430","PJM",2020-01-31,2,2020-01-31 02:00:00,2020-01-31 07:00:00,87385,89151,80729,503,-658,89151,80729,3.9,2.2,88577,"2020"
"9431","PJM",2020-01-31,3,2020-01-31 03:00:00,2020-01-31 08:00:00,87639,88577,80550,447,-267,88577,80550,3,2.6,88798,"2020"
"9432","PJM",2020-01-31,4,2020-01-31 04:00:00,2020-01-31 09:00:00,89625,88798,81339,348,-114,88798,81339,2.6,2.3,89572,"2020"
"9433","PJM",2020-01-31,5,2020-01-31 05:00:00,2020-01-31 10:00:00,94512,89572,83433,450,212,89572,83433,2.6,2.4,92837,"2020"
"9434","PJM",2020-01-31,6,2020-01-31 06:00:00,2020-01-31 11:00:00,102171,92837,90630,437,295,92837,90630,2.4,2.2,100437,"2020"
"9435","PJM",2020-01-31,7,2020-01-31 07:00:00,2020-01-31 12:00:00,106968,100437,95808,636,261,100437,95808,2.4,2.4,104991,"2020"
"9436","PJM",2020-01-31,8,2020-01-31 08:00:00,2020-01-31 13:00:00,106372,104991,95636,665,58,104991,95636,2.3,2.2,104328,"2020"
"9437","PJM",2020-01-31,9,2020-01-31 09:00:00,2020-01-31 14:00:00,103855,104328,93451,1225,235,104328,93451,2.2,2.5,102509,"2020"
"9438","PJM",2020-01-31,10,2020-01-31 10:00:00,2020-01-31 15:00:00,101500,102509,91164,658,-246,102509,91164,2.2,2.2,100580,"2020"
"9439","PJM",2020-01-31,11,2020-01-31 11:00:00,2020-01-31 16:00:00,99265,100580,89716,584,-448,100580,89716,2.3,2.4,99011,"2020"
"9440","PJM",2020-01-31,12,2020-01-31 12:00:00,2020-01-31 17:00:00,97235,99011,88483,645,-38,99011,88483,3,2.5,97326,"2020"
"9441","PJM",2020-01-31,13,2020-01-31 13:00:00,2020-01-31 18:00:00,95782,97326,87278,800,832,97326,87278,2.9,2.2,96249,"2020"
"9442","PJM",2020-01-31,14,2020-01-31 14:00:00,2020-01-31 19:00:00,94550,96249,87257,610,1002,96249,87257,2.7,2.4,95531,"2020"
"9443","PJM",2020-01-31,15,2020-01-31 15:00:00,2020-01-31 20:00:00,94228,95531,86684,1110,659,95531,86684,2.4,2.3,95334,"2020"
"9444","PJM",2020-01-31,16,2020-01-31 16:00:00,2020-01-31 21:00:00,95692,95334,87418,958,896,95334,87418,2.1,2.3,96483,"2020"
"9445","PJM",2020-01-31,17,2020-01-31 17:00:00,2020-01-31 22:00:00,99462,96483,90294,555,965,96483,90294,2.1,2.1,99319,"2020"
"9446","PJM",2020-01-31,18,2020-01-31 18:00:00,2020-01-31 23:00:00,100533,99319,91592,746,863,99319,91592,2,1.9,100410,"2020"
"9447","PJM",2020-01-31,19,2020-01-31 19:00:00,2020-02-01 00:00:00,99311,100410,90199,447,1393,100410,90199,1.9,1.8,98952,"2020"
"9448","PJM",2020-01-31,20,2020-01-31 20:00:00,2020-02-01 01:00:00,97908,98952,88017,667,905,98952,88017,1.8,1.8,97072,"2020"
"9449","PJM",2020-01-31,21,2020-01-31 21:00:00,2020-02-01 02:00:00,95541,97072,86116,490,685,97072,86116,1.8,2,94540,"2020"
"9450","PJM",2020-01-31,22,2020-01-31 22:00:00,2020-02-01 03:00:00,91750,94540,82520,631,414,94540,82520,1.9,1.9,90903,"2020"
"9451","PJM",2020-01-31,23,2020-01-31 23:00:00,2020-02-01 04:00:00,87527,90903,80179,711,148,90903,80179,1.9,1.8,87777,"2020"
"9452","PJM",2020-01-31,24,2020-02-01 00:00:00,2020-02-01 05:00:00,84560,87777,82026,991,255,87777,82026,1.9,1.8,84991,"2020"
"9453","PJM",2020-02-01,1,2020-02-01 01:00:00,2020-02-01 06:00:00,82454,84991,77128,803,265,84991,77128,2.1,2.1,83524,"2020"
"9454","PJM",2020-02-01,2,2020-02-01 02:00:00,2020-02-01 07:00:00,81404,83524,76633,551,581,83524,76633,2.2,2,83290,"2020"
"9455","PJM",2020-02-01,3,2020-02-01 03:00:00,2020-02-01 08:00:00,81050,83290,76780,507,599,83290,76780,2.4,2.1,83777,"2020"
"9456","PJM",2020-02-01,4,2020-02-01 04:00:00,2020-02-01 09:00:00,81689,83777,76686,292,777,83777,76686,2.4,2.2,83914,"2020"
"9457","PJM",2020-02-01,5,2020-02-01 05:00:00,2020-02-01 10:00:00,83622,83914,76785,174,126,83914,76785,2.4,2,84450,"2020"
"9458","PJM",2020-02-01,6,2020-02-01 06:00:00,2020-02-01 11:00:00,86753,84450,78738,181,54,84450,78738,2.4,2,87016,"2020"
"9459","PJM",2020-02-01,7,2020-02-01 07:00:00,2020-02-01 12:00:00,90370,87016,81230,-6,267,87016,81230,2.1,1.8,89739,"2020"
"9460","PJM",2020-02-01,8,2020-02-01 08:00:00,2020-02-01 13:00:00,92711,89739,83915,189,65,89739,83915,1.9,1.7,92175,"2020"
"9461","PJM",2020-02-01,9,2020-02-01 09:00:00,2020-02-01 14:00:00,93690,92175,84900,324,-74,92175,84900,1.9,1.7,93177,"2020"
"9462","PJM",2020-02-01,10,2020-02-01 10:00:00,2020-02-01 15:00:00,93266,93177,84748,205,-132,93177,84748,1.8,1.8,92745,"2020"
"9463","PJM",2020-02-01,11,2020-02-01 11:00:00,2020-02-01 16:00:00,92003,92745,82763,495,-693,92745,82763,1.9,1.8,91430,"2020"
"9464","PJM",2020-02-01,12,2020-02-01 12:00:00,2020-02-01 17:00:00,90392,91430,80835,606,-556,91430,80835,2.3,2.2,89631,"2020"
"9465","PJM",2020-02-01,13,2020-02-01 13:00:00,2020-02-01 18:00:00,88692,89631,79666,651,-356,89631,79666,2.3,1.7,87937,"2020"
"9466","PJM",2020-02-01,14,2020-02-01 14:00:00,2020-02-01 19:00:00,87496,87937,78433,752,-639,87937,78433,2,1.8,87114,"2020"
"9467","PJM",2020-02-01,15,2020-02-01 15:00:00,2020-02-01 20:00:00,87425,87114,79307,1119,-213,87114,79307,1.9,1.5,87955,"2020"
"9468","PJM",2020-02-01,16,2020-02-01 16:00:00,2020-02-01 21:00:00,89117,87955,79841,961,-147,87955,79841,1.8,1.4,88500,"2020"
"9469","PJM",2020-02-01,17,2020-02-01 17:00:00,2020-02-01 22:00:00,92797,88500,82412,934,35,88500,82412,1.7,1.2,91619,"2020"
"9470","PJM",2020-02-01,18,2020-02-01 18:00:00,2020-02-01 23:00:00,94471,91619,83549,1022,11,91619,83549,1.6,0.7,93292,"2020"
"9471","PJM",2020-02-01,19,2020-02-01 19:00:00,2020-02-02 00:00:00,93629,93292,83509,591,454,93292,83509,1.5,0.6,92576,"2020"
"9472","PJM",2020-02-01,20,2020-02-01 20:00:00,2020-02-02 01:00:00,92389,92576,82050,733,328,92576,82050,1.4,0.4,91389,"2020"
"9473","PJM",2020-02-01,21,2020-02-01 21:00:00,2020-02-02 02:00:00,90304,91389,80850,509,114,91389,80850,1.4,0.1,89298,"2020"
"9474","PJM",2020-02-01,22,2020-02-01 22:00:00,2020-02-02 03:00:00,87208,89298,78592,1121,-61,89298,78592,1.3,0.4,87119,"2020"
"9475","PJM",2020-02-01,23,2020-02-01 23:00:00,2020-02-02 04:00:00,83741,87119,76562,1465,-261,87119,76562,1.4,0.1,84860,"2020"
"9476","PJM",2020-02-01,24,2020-02-02 00:00:00,2020-02-02 05:00:00,81297,84860,77613,1462,399,84860,77613,1.4,0.3,82521,"2020"
"9477","PJM",2020-02-02,2,2020-02-02 02:00:00,2020-02-02 07:00:00,78279,81078,71972,1888,807,81078,71972,1.6,0.5,80439,"2020"
"9478","PJM",2020-02-02,3,2020-02-02 03:00:00,2020-02-02 08:00:00,77977,80439,71788,2039,1490,80439,71788,1.6,0.4,80546,"2020"
"9479","PJM",2020-02-02,4,2020-02-02 04:00:00,2020-02-02 09:00:00,78402,80546,72526,2403,1493,80546,72526,1.7,1,81225,"2020"
"9480","PJM",2020-02-02,5,2020-02-02 05:00:00,2020-02-02 10:00:00,80077,81225,72516,2150,2506,81225,72516,1.7,1.2,81532,"2020"
"9481","PJM",2020-02-02,6,2020-02-02 06:00:00,2020-02-02 11:00:00,82662,81532,74016,2286,2788,81532,74016,1.6,1.3,83463,"2020"
"9482","PJM",2020-02-02,7,2020-02-02 07:00:00,2020-02-02 12:00:00,85489,83463,77055,1859,3202,83463,77055,1.5,1.3,86293,"2020"
"9483","PJM",2020-02-02,8,2020-02-02 08:00:00,2020-02-02 13:00:00,87181,86293,76315,1865,3985,86293,76315,1.5,1.3,86772,"2020"
"9484","PJM",2020-02-02,9,2020-02-02 09:00:00,2020-02-02 14:00:00,87282,86772,76432,1505,3488,86772,76432,1.5,1.2,86785,"2020"
"9485","PJM",2020-02-02,10,2020-02-02 10:00:00,2020-02-02 15:00:00,86202,86785,76672,1752,3693,86785,76672,1.5,1.2,86833,"2020"
"9486","PJM",2020-02-02,11,2020-02-02 11:00:00,2020-02-02 16:00:00,85000,86833,76301,2142,2843,86833,76301,1.7,1.3,86333,"2020"
"9487","PJM",2020-02-02,12,2020-02-02 12:00:00,2020-02-02 17:00:00,84134,86333,76000,1622,2955,86333,76000,2,1.6,85383,"2020"
"9488","PJM",2020-02-02,13,2020-02-02 13:00:00,2020-02-02 18:00:00,83029,85383,74692,1777,2213,85383,74692,2.1,1.6,84298,"2020"
"9489","PJM",2020-02-02,14,2020-02-02 14:00:00,2020-02-02 19:00:00,82316,84298,73336,1656,2894,84298,73336,2,1.3,82879,"2020"
"9490","PJM",2020-02-02,15,2020-02-02 15:00:00,2020-02-02 20:00:00,82536,82879,73153,1636,3321,82879,73153,2,1.4,82869,"2020"
"9491","PJM",2020-02-02,16,2020-02-02 16:00:00,2020-02-02 21:00:00,84748,82869,73831,1630,2378,82869,73831,1.9,1.4,83290,"2020"
"9492","PJM",2020-02-02,17,2020-02-02 17:00:00,2020-02-02 22:00:00,89165,83290,78546,1972,2391,83290,78546,1.7,1.5,87022,"2020"
"9493","PJM",2020-02-02,18,2020-02-02 18:00:00,2020-02-02 23:00:00,90998,87022,81532,2118,2179,87022,81532,1.5,1.4,89400,"2020"
"9494","PJM",2020-02-02,19,2020-02-02 19:00:00,2020-02-03 00:00:00,90624,89400,78891,1667,2067,89400,78891,1.4,1.3,87673,"2020"
"9495","PJM",2020-02-02,20,2020-02-02 20:00:00,2020-02-03 01:00:00,89705,87673,78252,1811,1860,87673,78252,1.3,1.3,86187,"2020"
"9496","PJM",2020-02-02,21,2020-02-02 21:00:00,2020-02-03 02:00:00,86942,86187,77509,2568,1877,86187,77509,1.3,1.3,84438,"2020"
"9497","PJM",2020-02-02,22,2020-02-02 22:00:00,2020-02-03 03:00:00,83188,84438,75836,2613,2068,84438,75836,1.4,1.3,82140,"2020"
"9498","PJM",2020-02-02,23,2020-02-02 23:00:00,2020-02-03 04:00:00,79332,82140,73615,3021,1636,82140,73615,1.5,1.4,80164,"2020"
"9499","PJM",2020-02-02,24,2020-02-03 00:00:00,2020-02-03 05:00:00,76698,80164,74048,1969,2079,80164,74048,1.6,1.5,78175,"2020"
"9500","PJM",2020-02-03,1,2020-02-03 01:00:00,2020-02-03 06:00:00,73842,78175,70669,1446,3388,78175,70669,2.4,2.1,77034,"2020"
"9501","PJM",2020-02-03,2,2020-02-03 02:00:00,2020-02-03 07:00:00,73446,77034,70858,1375,3632,77034,70858,2.5,2,76826,"2020"
