"","Balancing Authority","Data_Date","Hour_Number","Local Time at End of Hour","UTC Time at End of Hour","Demand_Forecast","Demand_MW","Net_Generation","Total_Interchange","Sum_Valid_DIBAs","Demand_Adjusted","Net_Generation_Adjusted","Day_Ahead_Hourly_Price","Real_Time_Hourly_Price","Energy_Consumption","Year"
"838","PJM",2019-02-05,1,2019-02-05 01:00:00,2019-02-05 06:00:00,76798,80143,81273,4128,-6390,80143,81273,2.8,2.8,78801,"2019"
"839","PJM",2019-02-05,2,2019-02-05 02:00:00,2019-02-05 07:00:00,76109,78801,80682,5100,-5632,78801,80682,2.8,3.1,78611,"2019"
"840","PJM",2019-02-05,3,2019-02-05 03:00:00,2019-02-05 08:00:00,76213,78611,80618,4841,-5338,78611,80618,2.6,2.5,78707,"2019"
"841","PJM",2019-02-05,4,2019-02-05 04:00:00,2019-02-05 09:00:00,78136,78707,81050,4820,-5133,78707,81050,2.6,2.5,79715,"2019"
"842","PJM",2019-02-05,5,2019-02-05 05:00:00,2019-02-05 10:00:00,83121,79715,85086,4499,-6540,79715,85086,2.6,2,84020,"2019"
"843","PJM",2019-02-05,6,2019-02-05 06:00:00,2019-02-05 11:00:00,91107,84020,93254,4462,-8603,84020,93254,2.5,2.2,92153,"2019"
"844","PJM",2019-02-05,7,2019-02-05 07:00:00,2019-02-05 12:00:00,95882,92153,99975,4341,-8275,92153,99975,2.4,2.3,96757,"2019"
"845","PJM",2019-02-05,8,2019-02-05 08:00:00,2019-02-05 13:00:00,95427,96757,97845,4679,-7971,96757,97845,2.4,2.3,95752,"2019"
"846","PJM",2019-02-05,9,2019-02-05 09:00:00,2019-02-05 14:00:00,93679,95752,96391,4998,-7507,95752,96391,2.4,2.3,93658,"2019"
"847","PJM",2019-02-05,10,2019-02-05 10:00:00,2019-02-05 15:00:00,92467,93658,94021,5409,-7033,93658,94021,2.3,2.2,91648,"2019"
"848","PJM",2019-02-05,11,2019-02-05 11:00:00,2019-02-05 16:00:00,91296,91648,92091,5140,-6589,91648,92091,2.4,2.1,90138,"2019"
"849","PJM",2019-02-05,12,2019-02-05 12:00:00,2019-02-05 17:00:00,90155,90138,91512,4986,-7464,90138,91512,2.6,2.2,89060,"2019"
"850","PJM",2019-02-05,13,2019-02-05 13:00:00,2019-02-05 18:00:00,89500,89060,91791,5906,-8165,89060,91791,3,2.3,88462,"2019"
"851","PJM",2019-02-05,14,2019-02-05 14:00:00,2019-02-05 19:00:00,88909,88462,91661,6201,-8887,88462,91661,2.8,2.4,88048,"2019"
"852","PJM",2019-02-05,15,2019-02-05 15:00:00,2019-02-05 20:00:00,88990,88048,90679,6352,-8416,88048,90679,2.6,2.4,87713,"2019"
"853","PJM",2019-02-05,16,2019-02-05 16:00:00,2019-02-05 21:00:00,90866,87713,91048,6188,-8111,87713,91048,2.4,2.1,88774,"2019"
"854","PJM",2019-02-05,17,2019-02-05 17:00:00,2019-02-05 22:00:00,95549,88774,93195,5477,-10073,88774,93195,2.3,2.2,92096,"2019"
"855","PJM",2019-02-05,18,2019-02-05 18:00:00,2019-02-05 23:00:00,97373,92096,98661,5212,-10514,92096,98661,2,1.9,95446,"2019"
"856","PJM",2019-02-05,19,2019-02-05 19:00:00,2019-02-06 00:00:00,96392,95446,98488,6356,-10963,95446,98488,2,2,95048,"2019"
"857","PJM",2019-02-05,20,2019-02-05 20:00:00,2019-02-06 01:00:00,95463,95048,97100,6308,-10440,95048,97100,2,1.9,93829,"2019"
"858","PJM",2019-02-05,21,2019-02-05 21:00:00,2019-02-06 02:00:00,92649,93829,93105,6178,-9052,93829,93105,2,1.9,90294,"2019"
"859","PJM",2019-02-05,22,2019-02-05 22:00:00,2019-02-06 03:00:00,87805,90294,88914,5732,-8644,90294,88914,2,1.9,86125,"2019"
"860","PJM",2019-02-05,23,2019-02-05 23:00:00,2019-02-06 04:00:00,82968,86125,84843,5469,-10922,86125,84843,2,1.9,81960,"2019"
"861","PJM",2019-02-05,24,2019-02-06 00:00:00,2019-02-06 05:00:00,79779,81960,82025,4114,-10709,81960,82025,2.2,2,79647,"2019"
"862","PJM",2019-02-06,1,2019-02-06 01:00:00,2019-02-06 06:00:00,76483,79647,78788,3359,-10246,79647,78788,2.7,2.2,78666,"2019"
"863","PJM",2019-02-06,2,2019-02-06 02:00:00,2019-02-06 07:00:00,75597,78666,78757,2758,-9672,78666,78757,2.8,3.1,78468,"2019"
"864","PJM",2019-02-06,3,2019-02-06 03:00:00,2019-02-06 08:00:00,75603,78468,78807,2889,-9149,78468,78807,2.7,2.2,78382,"2019"
"865","PJM",2019-02-06,4,2019-02-06 04:00:00,2019-02-06 09:00:00,77299,78382,77921,2541,-6562,78382,77921,2.6,2.2,78611,"2019"
"866","PJM",2019-02-06,5,2019-02-06 05:00:00,2019-02-06 10:00:00,82148,78611,81009,2554,-5346,78611,81009,2.5,2.3,82318,"2019"
"867","PJM",2019-02-06,6,2019-02-06 06:00:00,2019-02-06 11:00:00,89933,82318,89812,2308,-4686,82318,89812,2.5,2.3,90670,"2019"
"868","PJM",2019-02-06,7,2019-02-06 07:00:00,2019-02-06 12:00:00,94831,90670,95848,2068,-4585,90670,95848,2.4,2.3,95393,"2019"
"869","PJM",2019-02-06,8,2019-02-06 08:00:00,2019-02-06 13:00:00,95267,95393,94906,3092,-4239,95393,94906,2.4,2.4,94538,"2019"
"870","PJM",2019-02-06,9,2019-02-06 09:00:00,2019-02-06 14:00:00,94496,94538,93586,3174,-4371,94538,93586,2.4,2.4,92793,"2019"
"871","PJM",2019-02-06,10,2019-02-06 10:00:00,2019-02-06 15:00:00,93748,92793,93380,3936,-3677,92793,93380,2.4,2.5,92271,"2019"
"872","PJM",2019-02-06,11,2019-02-06 11:00:00,2019-02-06 16:00:00,92978,92271,93196,4042,-2817,92271,93196,2.4,2.5,91763,"2019"
"873","PJM",2019-02-06,12,2019-02-06 12:00:00,2019-02-06 17:00:00,91898,91763,92322,4115,-4648,91763,92322,2.7,3.9,91385,"2019"
"874","PJM",2019-02-06,13,2019-02-06 13:00:00,2019-02-06 18:00:00,91359,91385,92534,4392,-4755,91385,92534,2.9,3.1,91537,"2019"
"875","PJM",2019-02-06,14,2019-02-06 14:00:00,2019-02-06 19:00:00,90731,91537,92090,4369,-6256,91537,92090,2.6,3.6,91171,"2019"
"876","PJM",2019-02-06,15,2019-02-06 15:00:00,2019-02-06 20:00:00,90687,91171,92395,4128,-6551,91171,92395,2.5,2.4,91017,"2019"
"877","PJM",2019-02-06,16,2019-02-06 16:00:00,2019-02-06 21:00:00,92907,91017,92944,4483,-6636,91017,92944,2.3,2.4,91993,"2019"
"878","PJM",2019-02-06,17,2019-02-06 17:00:00,2019-02-06 22:00:00,97496,91993,96490,4443,-7142,91993,96490,2.1,2.1,95294,"2019"
"879","PJM",2019-02-06,18,2019-02-06 18:00:00,2019-02-06 23:00:00,98704,95294,99653,4813,-7093,95294,99653,2,2,97421,"2019"
"880","PJM",2019-02-06,19,2019-02-06 19:00:00,2019-02-07 00:00:00,96611,97421,98033,4962,-6577,97421,98033,1.9,2,96626,"2019"
"881","PJM",2019-02-06,20,2019-02-06 20:00:00,2019-02-07 01:00:00,94461,96626,96055,4443,-7379,96626,96055,1.9,2,94660,"2019"
"882","PJM",2019-02-06,21,2019-02-06 21:00:00,2019-02-07 02:00:00,91507,94660,92930,4480,-7259,94660,92930,1.9,2,91078,"2019"
"883","PJM",2019-02-06,22,2019-02-06 22:00:00,2019-02-07 03:00:00,86655,91078,87965,4482,-7928,91078,87965,1.9,2,85954,"2019"
"884","PJM",2019-02-06,23,2019-02-06 23:00:00,2019-02-07 04:00:00,81506,85954,84159,4449,-8328,85954,84159,1.9,2,81495,"2019"
"885","PJM",2019-02-06,24,2019-02-07 00:00:00,2019-02-07 05:00:00,77429,81495,80560,4423,-7175,81495,80560,2,2,78757,"2019"
"886","PJM",2019-02-07,1,2019-02-07 01:00:00,2019-02-07 06:00:00,73870,78757,80439,4631,-7327,78757,80439,2.5,4.1,78094,"2019"
"887","PJM",2019-02-07,2,2019-02-07 02:00:00,2019-02-07 07:00:00,72553,78094,80424,4866,-7882,78094,80424,2.6,2.5,77866,"2019"
"888","PJM",2019-02-07,3,2019-02-07 03:00:00,2019-02-07 08:00:00,72198,77866,80048,4884,-7261,77866,80048,2.5,2.5,77760,"2019"
"889","PJM",2019-02-07,4,2019-02-07 04:00:00,2019-02-07 09:00:00,73686,77760,80315,4722,-7251,77760,80315,2.5,2.7,78387,"2019"
"890","PJM",2019-02-07,5,2019-02-07 05:00:00,2019-02-07 10:00:00,78155,78387,83447,4956,-8170,78387,83447,2.4,2.6,81300,"2019"
"891","PJM",2019-02-07,6,2019-02-07 06:00:00,2019-02-07 11:00:00,85639,81300,89642,4767,-8548,81300,89642,2.4,2.4,88789,"2019"
"892","PJM",2019-02-07,7,2019-02-07 07:00:00,2019-02-07 12:00:00,90386,88789,96187,4002,-8907,88789,96187,2.3,2.4,93579,"2019"
"893","PJM",2019-02-07,8,2019-02-07 08:00:00,2019-02-07 13:00:00,90797,93579,96478,4665,-8716,93579,96478,2.3,2.3,93480,"2019"
"894","PJM",2019-02-07,9,2019-02-07 09:00:00,2019-02-07 14:00:00,90308,93480,96349,4984,-8750,93480,96349,2.2,2.3,93040,"2019"
"895","PJM",2019-02-07,10,2019-02-07 10:00:00,2019-02-07 15:00:00,89820,93040,95374,5270,-7899,93040,95374,2.1,2.2,92766,"2019"
"896","PJM",2019-02-07,11,2019-02-07 11:00:00,2019-02-07 16:00:00,89089,92766,95177,5043,-6368,92766,95177,2.1,2.4,92143,"2019"
"897","PJM",2019-02-07,12,2019-02-07 12:00:00,2019-02-07 17:00:00,88248,92143,95256,4893,-7784,92143,95256,2.3,3.7,91873,"2019"
"898","PJM",2019-02-07,13,2019-02-07 13:00:00,2019-02-07 18:00:00,87833,91873,95059,5388,-8401,91873,95059,2.5,3.9,91491,"2019"
"899","PJM",2019-02-07,14,2019-02-07 14:00:00,2019-02-07 19:00:00,87403,91491,95124,5645,-8839,91491,95124,2.4,2.5,90805,"2019"
"900","PJM",2019-02-07,15,2019-02-07 15:00:00,2019-02-07 20:00:00,87536,90805,94587,6147,-8532,90805,94587,2.2,2.3,90528,"2019"
"901","PJM",2019-02-07,16,2019-02-07 16:00:00,2019-02-07 21:00:00,89281,90528,95136,6461,-8312,90528,95136,2.1,2.3,91661,"2019"
"902","PJM",2019-02-07,17,2019-02-07 17:00:00,2019-02-07 22:00:00,93290,91661,97324,5927,-9225,91661,97324,2,2.1,94592,"2019"
"903","PJM",2019-02-07,18,2019-02-07 18:00:00,2019-02-07 23:00:00,94525,94592,100520,5351,-9769,94592,100520,1.9,1.8,96839,"2019"
"904","PJM",2019-02-07,19,2019-02-07 19:00:00,2019-02-08 00:00:00,92757,96839,100148,5583,-10848,96839,100148,1.8,1.9,96375,"2019"
"905","PJM",2019-02-07,20,2019-02-07 20:00:00,2019-02-08 01:00:00,90688,96375,98398,5757,-11363,96375,98398,1.8,1.9,94551,"2019"
"906","PJM",2019-02-07,21,2019-02-07 21:00:00,2019-02-08 02:00:00,87787,94551,96087,5699,-10246,94551,96087,1.8,1.9,91529,"2019"
"907","PJM",2019-02-07,22,2019-02-07 22:00:00,2019-02-08 03:00:00,82958,91529,91219,6065,-9229,91529,91219,1.8,1.9,87381,"2019"
"908","PJM",2019-02-07,23,2019-02-07 23:00:00,2019-02-08 04:00:00,77871,87381,87092,5967,-9466,87381,87092,1.8,2,83903,"2019"
"909","PJM",2019-02-07,24,2019-02-08 00:00:00,2019-02-08 05:00:00,74305,83903,80925,4683,-10068,83903,80925,2,2,81084,"2019"
"910","PJM",2019-02-08,1,2019-02-08 01:00:00,2019-02-08 06:00:00,73397,81084,83812,5049,-9939,81084,83812,2.6,4.5,80193,"2019"
"911","PJM",2019-02-08,2,2019-02-08 02:00:00,2019-02-08 07:00:00,72412,80193,83821,5732,-10536,80193,83821,2.9,3.5,79898,"2019"
"912","PJM",2019-02-08,3,2019-02-08 03:00:00,2019-02-08 08:00:00,72400,79898,83645,5843,-10267,79898,83645,2.7,2.7,80029,"2019"
"913","PJM",2019-02-08,4,2019-02-08 04:00:00,2019-02-08 09:00:00,74007,80029,85048,5845,-7911,80029,85048,2.9,2.8,81591,"2019"
"914","PJM",2019-02-08,5,2019-02-08 05:00:00,2019-02-08 10:00:00,78571,81591,88638,5944,-9021,81591,88638,2.8,3,85574,"2019"
"915","PJM",2019-02-08,6,2019-02-08 06:00:00,2019-02-08 11:00:00,85746,85574,96419,5586,-10456,85574,96419,2.8,2.5,93765,"2019"
"916","PJM",2019-02-08,7,2019-02-08 07:00:00,2019-02-08 12:00:00,91264,93765,103034,5156,-11103,93765,103034,2.7,2.4,99085,"2019"
"917","PJM",2019-02-08,8,2019-02-08 08:00:00,2019-02-08 13:00:00,92809,99085,103526,5644,-11213,99085,103526,2.6,2.4,100082,"2019"
"918","PJM",2019-02-08,9,2019-02-08 09:00:00,2019-02-08 14:00:00,93482,100082,104785,5917,-11076,100082,104785,2.6,2.4,100209,"2019"
"919","PJM",2019-02-08,10,2019-02-08 10:00:00,2019-02-08 15:00:00,93702,100209,103911,6859,-10074,100209,103911,2.5,2.3,99897,"2019"
"920","PJM",2019-02-08,11,2019-02-08 11:00:00,2019-02-08 16:00:00,93505,99897,102474,6294,-9458,99897,102474,2.5,2.4,98542,"2019"
"921","PJM",2019-02-08,12,2019-02-08 12:00:00,2019-02-08 17:00:00,92811,98542,100313,5901,-9778,98542,100313,3.3,2.5,96653,"2019"
"922","PJM",2019-02-08,13,2019-02-08 13:00:00,2019-02-08 18:00:00,92184,96653,98704,5523,-10294,96653,98704,3.6,9.5,95307,"2019"
"923","PJM",2019-02-08,14,2019-02-08 14:00:00,2019-02-08 19:00:00,91643,95307,98608,5823,-12332,95307,98608,3.8,6.8,94531,"2019"
"924","PJM",2019-02-08,15,2019-02-08 15:00:00,2019-02-08 20:00:00,91598,94531,98311,6212,-11087,94531,98311,3.8,7.6,94480,"2019"
"925","PJM",2019-02-08,16,2019-02-08 16:00:00,2019-02-08 21:00:00,93601,94480,98644,6155,-10177,94480,98644,3.8,8.1,96238,"2019"
"926","PJM",2019-02-08,17,2019-02-08 17:00:00,2019-02-08 22:00:00,98574,96238,102442,5289,-9489,96238,102442,3,2.4,99934,"2019"
"927","PJM",2019-02-08,18,2019-02-08 18:00:00,2019-02-08 23:00:00,101415,99934,107186,4878,-9929,99934,107186,2.5,2.3,104349,"2019"
"928","PJM",2019-02-08,19,2019-02-08 19:00:00,2019-02-09 00:00:00,100339,104349,107512,5145,-10820,104349,107512,2.5,2.3,104829,"2019"
"929","PJM",2019-02-08,20,2019-02-08 20:00:00,2019-02-09 01:00:00,99051,104829,106417,4783,-10639,104829,106417,2.4,2.3,103923,"2019"
"930","PJM",2019-02-08,21,2019-02-08 21:00:00,2019-02-09 02:00:00,97737,103923,104267,4181,-8950,103923,104267,2.4,2.3,102167,"2019"
"931","PJM",2019-02-08,22,2019-02-08 22:00:00,2019-02-09 03:00:00,95228,102167,100640,3952,-8048,102167,100640,2.5,2.4,99112,"2019"
"932","PJM",2019-02-08,23,2019-02-08 23:00:00,2019-02-09 04:00:00,91964,99112,96805,3277,-8592,99112,96805,2.5,2.6,95909,"2019"
"933","PJM",2019-02-08,24,2019-02-09 00:00:00,2019-02-09 05:00:00,89388,95909,84068,2735,-7725,95909,84068,2.6,2.5,93853,"2019"
"934","PJM",2019-02-09,1,2019-02-09 01:00:00,2019-02-09 06:00:00,89461,93853,93228,2379,-6531,93853,93228,3,2.6,92485,"2019"
"935","PJM",2019-02-09,2,2019-02-09 02:00:00,2019-02-09 07:00:00,89262,92485,92653,2574,-6204,92485,92653,3.3,2.8,92428,"2019"
"936","PJM",2019-02-09,3,2019-02-09 03:00:00,2019-02-09 08:00:00,89831,92428,93065,2505,-4847,92428,93065,3.4,4,92759,"2019"
"937","PJM",2019-02-09,4,2019-02-09 04:00:00,2019-02-09 09:00:00,91420,92759,93395,2380,-3774,92759,93395,3.4,5,93755,"2019"
"938","PJM",2019-02-09,5,2019-02-09 05:00:00,2019-02-09 10:00:00,94021,93755,95220,2124,-3352,93755,95220,3.1,3.8,95633,"2019"
"939","PJM",2019-02-09,6,2019-02-09 06:00:00,2019-02-09 11:00:00,97303,95633,97884,1631,-3966,95633,97884,2.7,2.5,99277,"2019"
"940","PJM",2019-02-09,7,2019-02-09 07:00:00,2019-02-09 12:00:00,101230,99277,102471,1465,-3823,99277,102471,2.5,2.3,103097,"2019"
"941","PJM",2019-02-09,8,2019-02-09 08:00:00,2019-02-09 13:00:00,102995,103097,105325,1872,-3547,103097,105325,2.4,2.3,105455,"2019"
"942","PJM",2019-02-09,9,2019-02-09 09:00:00,2019-02-09 14:00:00,102384,105455,106087,2355,-2951,105455,106087,2.4,2.3,105453,"2019"
"943","PJM",2019-02-09,10,2019-02-09 10:00:00,2019-02-09 15:00:00,100033,105453,103876,2742,-2088,105453,103876,2.4,2.2,103833,"2019"
"944","PJM",2019-02-09,11,2019-02-09 11:00:00,2019-02-09 16:00:00,97508,103833,100856,2235,-1800,103833,100856,2.4,2.3,100929,"2019"
"945","PJM",2019-02-09,12,2019-02-09 12:00:00,2019-02-09 17:00:00,94509,100929,97622,1785,-2668,100929,97622,2.9,2.8,97787,"2019"
"946","PJM",2019-02-09,13,2019-02-09 13:00:00,2019-02-09 18:00:00,91677,97787,94559,1849,-3636,97787,94559,3.2,3.1,95288,"2019"
"947","PJM",2019-02-09,14,2019-02-09 14:00:00,2019-02-09 19:00:00,90013,95288,93973,2225,-4315,95288,93973,3.3,2.7,94473,"2019"
"948","PJM",2019-02-09,15,2019-02-09 15:00:00,2019-02-09 20:00:00,89744,94473,93164,2065,-3205,94473,93164,3.3,5.3,93837,"2019"
"949","PJM",2019-02-09,16,2019-02-09 16:00:00,2019-02-09 21:00:00,92280,93837,94664,2032,-2440,93837,94664,2.9,2.5,95027,"2019"
"950","PJM",2019-02-09,17,2019-02-09 17:00:00,2019-02-09 22:00:00,98612,95027,97514,2159,-2549,95027,97514,2.8,2.4,98764,"2019"
"951","PJM",2019-02-09,18,2019-02-09 18:00:00,2019-02-09 23:00:00,102082,98764,103477,2056,-3252,98764,103477,2.5,2.3,104201,"2019"
"952","PJM",2019-02-09,19,2019-02-09 19:00:00,2019-02-10 00:00:00,101430,104201,104388,1919,-2978,104201,104388,2.5,2.6,105075,"2019"
"953","PJM",2019-02-09,20,2019-02-09 20:00:00,2019-02-10 01:00:00,101129,105075,104701,1671,-2929,105075,104701,2.4,2.4,104744,"2019"
"954","PJM",2019-02-09,21,2019-02-09 21:00:00,2019-02-10 02:00:00,100296,104744,102659,1583,-3078,104744,102659,2.3,2.3,103323,"2019"
"955","PJM",2019-02-09,22,2019-02-09 22:00:00,2019-02-10 03:00:00,98109,103323,100619,1447,-2838,103323,100619,2.4,2.4,100612,"2019"
"956","PJM",2019-02-09,23,2019-02-09 23:00:00,2019-02-10 04:00:00,95133,100612,97515,2296,-2461,100612,97515,2.4,2.5,97884,"2019"
"957","PJM",2019-02-09,24,2019-02-10 00:00:00,2019-02-10 05:00:00,92760,97884,94761,1802,-1956,97884,94761,2.4,2.5,96011,"2019"
"958","PJM",2019-02-10,1,2019-02-10 01:00:00,2019-02-10 06:00:00,93059,96011,94825,1899,-1814,96011,94825,2.4,2.6,94717,"2019"
"959","PJM",2019-02-10,2,2019-02-10 02:00:00,2019-02-10 07:00:00,92428,94717,94446,2275,-1568,94717,94446,2.8,2.4,94452,"2019"
"960","PJM",2019-02-10,3,2019-02-10 03:00:00,2019-02-10 08:00:00,92448,94452,94681,2204,-3002,94452,94681,2.7,2.3,94574,"2019"
"961","PJM",2019-02-10,4,2019-02-10 04:00:00,2019-02-10 09:00:00,93213,94574,95306,2199,-2397,94574,95306,3.1,2.3,95250,"2019"
"962","PJM",2019-02-10,5,2019-02-10 05:00:00,2019-02-10 10:00:00,94625,95250,96838,2278,-2679,95250,96838,2.6,2.3,97031,"2019"
"963","PJM",2019-02-10,6,2019-02-10 06:00:00,2019-02-10 11:00:00,96496,97031,98605,1894,-3206,97031,98605,2.4,2.3,99552,"2019"
"964","PJM",2019-02-10,7,2019-02-10 07:00:00,2019-02-10 12:00:00,98969,99552,100784,1620,-3405,99552,100784,2.4,2.5,101743,"2019"
"965","PJM",2019-02-10,8,2019-02-10 08:00:00,2019-02-10 13:00:00,100140,101743,100866,1464,-3314,101743,100866,2.4,2.7,101577,"2019"
"966","PJM",2019-02-10,9,2019-02-10 09:00:00,2019-02-10 14:00:00,99298,101577,99489,1362,-3284,101577,99489,2.3,3.6,99488,"2019"
"967","PJM",2019-02-10,10,2019-02-10 10:00:00,2019-02-10 15:00:00,97138,99488,98370,1915,-2547,99488,98370,2.4,2.4,97401,"2019"
"968","PJM",2019-02-10,11,2019-02-10 11:00:00,2019-02-10 16:00:00,94985,97401,96648,2861,-1447,97401,96648,2.4,2.6,96056,"2019"
"969","PJM",2019-02-10,12,2019-02-10 12:00:00,2019-02-10 17:00:00,93226,96056,96885,2788,-1179,96056,96885,3.2,4,96093,"2019"
"970","PJM",2019-02-10,13,2019-02-10 13:00:00,2019-02-10 18:00:00,91389,96093,96391,2899,-1079,96093,96391,3.5,3.3,95514,"2019"
"971","PJM",2019-02-10,14,2019-02-10 14:00:00,2019-02-10 19:00:00,90192,95514,96504,2808,-2378,95514,96504,3.2,3.8,95296,"2019"
"972","PJM",2019-02-10,15,2019-02-10 15:00:00,2019-02-10 20:00:00,90390,95296,95541,3084,-3956,95296,95541,3,2.5,96013,"2019"
"973","PJM",2019-02-10,16,2019-02-10 16:00:00,2019-02-10 21:00:00,92660,96013,97490,2378,-3868,96013,97490,2.7,2.3,98029,"2019"
"974","PJM",2019-02-10,17,2019-02-10 17:00:00,2019-02-10 22:00:00,97664,98029,101251,2046,-4045,98029,101251,2.4,2.5,101375,"2019"
"975","PJM",2019-02-10,18,2019-02-10 18:00:00,2019-02-10 23:00:00,100524,101375,105298,2773,-3828,101375,105298,2.3,2.2,104726,"2019"
"976","PJM",2019-02-10,19,2019-02-10 19:00:00,2019-02-11 00:00:00,100046,104726,104706,2543,-4217,104726,104706,2.2,2.3,104460,"2019"
"977","PJM",2019-02-10,20,2019-02-10 20:00:00,2019-02-11 01:00:00,99576,104460,102235,2475,-2959,104460,102235,2.2,2.3,102529,"2019"
"978","PJM",2019-02-10,21,2019-02-10 21:00:00,2019-02-11 02:00:00,97231,102529,100108,1934,-2268,102529,100108,2.1,2.3,99399,"2019"
"979","PJM",2019-02-10,22,2019-02-10 22:00:00,2019-02-11 03:00:00,93926,99399,96286,2142,-3280,99399,96286,2.1,2.3,95527,"2019"
"980","PJM",2019-02-10,23,2019-02-10 23:00:00,2019-02-11 04:00:00,90287,95527,93673,2704,-2720,95527,93673,2.1,2.3,92825,"2019"
"981","PJM",2019-02-10,24,2019-02-11 00:00:00,2019-02-11 05:00:00,87239,92825,95908,2876,-2495,92825,95908,2.3,2.7,90578,"2019"
"982","PJM",2019-02-11,1,2019-02-11 01:00:00,2019-02-11 06:00:00,86475,90578,91075,3297,-1961,90578,91075,3,3.2,89572,"2019"
"983","PJM",2019-02-11,2,2019-02-11 02:00:00,2019-02-11 07:00:00,85841,89572,90677,3400,-2257,89572,90677,3.2,3.2,89428,"2019"
"984","PJM",2019-02-11,3,2019-02-11 03:00:00,2019-02-11 08:00:00,86204,89428,90725,3190,-3418,89428,90725,3.5,3.9,89816,"2019"
"985","PJM",2019-02-11,4,2019-02-11 04:00:00,2019-02-11 09:00:00,88409,89816,91633,3080,-4056,89816,91633,3.2,2.9,90237,"2019"
"986","PJM",2019-02-11,5,2019-02-11 05:00:00,2019-02-11 10:00:00,93466,90237,93786,3219,-4810,90237,93786,3.3,2.9,93747,"2019"
"987","PJM",2019-02-11,6,2019-02-11 06:00:00,2019-02-11 11:00:00,101494,93747,101430,2645,-4976,93747,101430,3,2.7,101117,"2019"
"988","PJM",2019-02-11,7,2019-02-11 07:00:00,2019-02-11 12:00:00,106719,101117,106241,2516,-4454,101117,106241,3.1,3.1,105872,"2019"
"989","PJM",2019-02-11,8,2019-02-11 08:00:00,2019-02-11 13:00:00,107457,105872,108284,2574,-4509,105872,108284,2.9,2.7,107188,"2019"
"990","PJM",2019-02-11,9,2019-02-11 09:00:00,2019-02-11 14:00:00,106938,107188,107901,2861,-4801,107188,107901,2.7,2.6,107110,"2019"
"991","PJM",2019-02-11,10,2019-02-11 10:00:00,2019-02-11 15:00:00,106124,107110,107042,2647,-3419,107110,107042,2.7,2.6,106808,"2019"
"992","PJM",2019-02-11,11,2019-02-11 11:00:00,2019-02-11 16:00:00,104799,106808,106201,2350,-3279,106808,106201,2.6,2.6,105742,"2019"
"993","PJM",2019-02-11,12,2019-02-11 12:00:00,2019-02-11 17:00:00,103537,105742,105657,2224,-3337,105742,105657,2.9,2.4,104791,"2019"
"994","PJM",2019-02-11,13,2019-02-11 13:00:00,2019-02-11 18:00:00,102414,104791,104871,2803,-3840,104791,104871,3.1,2.7,104067,"2019"
"995","PJM",2019-02-11,14,2019-02-11 14:00:00,2019-02-11 19:00:00,101387,104067,104140,2583,-3287,104067,104140,2.9,3.7,103396,"2019"
"996","PJM",2019-02-11,15,2019-02-11 15:00:00,2019-02-11 20:00:00,101198,103396,104226,2622,-2656,103396,104226,2.6,2.5,103135,"2019"
"997","PJM",2019-02-11,16,2019-02-11 16:00:00,2019-02-11 21:00:00,103024,103135,105099,3087,-2820,103135,105099,2.4,2.3,104360,"2019"
"998","PJM",2019-02-11,17,2019-02-11 17:00:00,2019-02-11 22:00:00,107370,104360,107486,3014,-3746,104360,107486,2.2,2.1,107493,"2019"
"999","PJM",2019-02-11,18,2019-02-11 18:00:00,2019-02-11 23:00:00,109499,107493,111421,3009,-3317,107493,111421,2,2.1,109807,"2019"
"1000","PJM",2019-02-11,19,2019-02-11 19:00:00,2019-02-12 00:00:00,108291,109807,110206,3533,-3400,109807,110206,2,2.4,108573,"2019"
"1001","PJM",2019-02-11,20,2019-02-11 20:00:00,2019-02-12 01:00:00,106205,108573,108206,3385,-4158,108573,108206,2,2.4,106501,"2019"
"1002","PJM",2019-02-11,21,2019-02-11 21:00:00,2019-02-12 02:00:00,102330,106501,103980,3026,-4082,106501,103980,1.9,2.3,102781,"2019"
"1003","PJM",2019-02-11,22,2019-02-11 22:00:00,2019-02-12 03:00:00,97167,102781,99051,2421,-4146,102781,99051,2,2.2,97578,"2019"
"1004","PJM",2019-02-11,23,2019-02-11 23:00:00,2019-02-12 04:00:00,92165,97578,95055,2584,-5203,97578,95055,2,2.2,93530,"2019"
"1005","PJM",2019-02-11,24,2019-02-12 00:00:00,2019-02-12 05:00:00,88729,93530,92040,2911,-4891,93530,92040,2.3,7.5,91189,"2019"
"1006","PJM",2019-02-12,1,2019-02-12 01:00:00,2019-02-12 06:00:00,87010,91189,92783,3675,-4195,91189,92783,2.6,2.6,90348,"2019"
"1007","PJM",2019-02-12,2,2019-02-12 02:00:00,2019-02-12 07:00:00,86055,90348,92054,4190,-2984,90348,92054,2.8,2.9,90139,"2019"
